MIDAS,Lake,Town,Station,Date,Depth,Type,Color_Method,Parameter,Value,Method,Units
3454,Highland Lake,Bridgton,2,1938-06-29T00:00:00Z,0,G,NA,pH,6.8,NA,NA
3454,Highland Lake,Bridgton,2,1938-06-29T00:00:00Z,4.6,G,NA,pH,6.3,NA,NA
3454,Highland Lake,Bridgton,2,1938-06-29T00:00:00Z,6.1,G,NA,pH,6.2,NA,NA
3454,Highland Lake,Bridgton,2,1938-06-29T00:00:00Z,7.6,G,NA,pH,6.1,NA,NA
3454,Highland Lake,Bridgton,3,1938-06-29T00:00:00Z,0,G,NA,pH,6.8,NA,NA
3454,Highland Lake,Bridgton,3,1938-06-29T00:00:00Z,4.6,G,NA,pH,6.6,NA,NA
3454,Highland Lake,Bridgton,3,1938-06-29T00:00:00Z,6.1,G,NA,pH,6.2,NA,NA
3454,Highland Lake,Bridgton,3,1938-06-29T00:00:00Z,9.1,G,NA,pH,6.1,NA,NA
3454,Highland Lake,Bridgton,3,1938-06-29T00:00:00Z,14,G,NA,pH,6,NA,NA
3454,Highland Lake,Bridgton,1,1938-08-20T00:00:00Z,0,G,NA,pH,6.7,NA,NA
3454,Highland Lake,Bridgton,1,1938-08-20T00:00:00Z,6.1,G,NA,pH,6.5,NA,NA
3454,Highland Lake,Bridgton,1,1938-08-20T00:00:00Z,7.6,G,NA,pH,6.1,NA,NA
3454,Highland Lake,Bridgton,1,1938-08-20T00:00:00Z,10.7,G,NA,pH,5.9,NA,NA
3454,Highland Lake,Bridgton,1,1938-08-20T00:00:00Z,13.4,G,NA,pH,5.9,NA,NA
3454,Highland Lake,Bridgton,1,1955-08-11T00:00:00Z,0,G,NA,pH,6.3,NA,NA
3454,Highland Lake,Bridgton,1,1955-08-11T00:00:00Z,7.6,G,NA,pH,5.8,NA,NA
3454,Highland Lake,Bridgton,1,1955-08-11T00:00:00Z,10.7,G,NA,pH,5.7,NA,NA
3454,Highland Lake,Bridgton,1,1955-08-11T00:00:00Z,13.9,G,NA,pH,5.7,NA,NA
3454,Highland Lake,Bridgton,1,1955-08-11T00:00:00Z,15.4,G,NA,pH,5.7,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-06-03T00:00:00Z,0,G,NA,pH,6.9,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,0,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,4.6,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,4.6,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,7.6,G,NA,pH,6.9,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,7.6,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,15.2,G,NA,pH,6.9,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-06-03T00:00:00Z,15.2,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-06-03T00:00:00Z,0,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-06-03T00:00:00Z,3,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-06-03T00:00:00Z,3,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,0,G,NA,pH,7.1,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,3,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,3,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,6.1,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,6.1,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,9.1,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,9.1,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,15.2,G,NA,pH,6.9,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-06-03T00:00:00Z,15.2,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-06-03T00:00:00Z,0,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-06-03T00:00:00Z,0,G,NA,pH,6.9,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-06-03T00:00:00Z,0,G,NA,Conductivity,20,E,uS
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-06-03T00:00:00Z,9.1,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-06-03T00:00:00Z,9.1,G,NA,Conductivity,20,E,uS
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-06-08T00:00:00Z,0,G,NA,pH,7,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-06-08T00:00:00Z,4.6,G,NA,pH,7,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-06-08T00:00:00Z,5.8,G,NA,pH,6.6,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-08-07T00:00:00Z,0,G,NA,pH,6.6,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.6,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-08-07T00:00:00Z,4.6,G,NA,pH,6.3,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-08-07T00:00:00Z,6.1,G,NA,pH,6.4,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",6,1972-08-07T00:00:00Z,7.9,G,NA,pH,6.2,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,0,G,NA,Alkalinity,11,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,1.2,G,NA,Alkalinity,11,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,4.6,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,4.6,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,6.7,G,NA,pH,6.5,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,6.7,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,9.1,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,9.1,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-08-07T00:00:00Z,10.7,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-08-07T00:00:00Z,0,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-08-07T00:00:00Z,2.7,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,4.6,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,6.1,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,9.1,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,12.2,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-08-07T00:00:00Z,15.2,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-08-07T00:00:00Z,2.4,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,0,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,4.6,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,6.7,G,NA,pH,6.5,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,10.7,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,10.7,G,NA,Alkalinity,11,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,15.2,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,15.2,G,NA,Alkalinity,11,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,22.9,G,NA,pH,6.3,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-08-07T00:00:00Z,22.9,G,NA,Alkalinity,10,C,mg/l
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-08-07T00:00:00Z,0,G,NA,pH,6.7,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-08-07T00:00:00Z,1.2,G,NA,pH,6.7,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-08-07T00:00:00Z,4.6,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-10-02T00:00:00Z,0,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-10-02T00:00:00Z,4.6,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-10-02T00:00:00Z,9.1,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",2,1972-10-02T00:00:00Z,18.3,G,NA,pH,6.4,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-10-02T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",3,1972-10-02T00:00:00Z,2.4,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,0,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,1.2,G,NA,Alkalinity,12,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,4.6,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,4.6,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,9.4,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",4,1972-10-02T00:00:00Z,9.4,G,NA,Alkalinity,10,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-10-02T00:00:00Z,0,G,NA,pH,6.7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",5,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.6,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,0,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,1.2,G,NA,Alkalinity,13,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,4.6,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,4.6,G,NA,Alkalinity,12,C,mg/l
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,7.6,G,NA,pH,6.8,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,9.1,G,NA,pH,7,NA,NA
5786,Sebago Lake,"Casco, Naples, Raymond, Sebago, Standish, Windham",6,1972-10-02T00:00:00Z,9.1,G,NA,Alkalinity,13,C,mg/l
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-10-02T00:00:00Z,0,G,NA,pH,6.3,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,2,1972-10-02T00:00:00Z,1.2,G,NA,pH,6.4,NA,NA
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,0,G,NA,pH,6.8,NA,NA
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,0,G,NA,Conductivity,35,E,uS
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,0,G,NA,Alkalinity,6,M,mg/l
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,6.1,G,NA,pH,6.8,NA,NA
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,6.1,G,NA,Conductivity,36,E,uS
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,6.1,G,NA,Alkalinity,5,M,mg/l
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,12.2,G,NA,pH,6.3,NA,NA
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,12.2,G,NA,Conductivity,30,E,uS
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,12.2,G,NA,Alkalinity,6,M,mg/l
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,18.3,G,C,pH,6.1,NA,NA
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,18.3,G,C,Color,15,A,SPU
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,18.3,G,C,Conductivity,35,E,uS
3390,Coffee Pond,Casco,1,1974-08-19T00:00:00Z,18.3,G,C,Alkalinity,9,M,mg/l
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,0,G,C,Color,70,A,SPU
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,0,G,C,Conductivity,30,E,uS
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,0,G,C,Alkalinity,14,M,mg/l
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,9.1,G,C,pH,6.3,NA,NA
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,9.1,G,C,Color,90,A,SPU
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,9.1,G,C,Conductivity,58,E,uS
3692,Nubble Pond,Raymond,1,1974-08-19T00:00:00Z,9.1,G,C,Alkalinity,31,M,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,0.9,G,NA,pH,7.5,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,0.9,G,NA,Alkalinity,4,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,4.3,G,NA,pH,7.5,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,4.3,G,NA,Alkalinity,6,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,6.1,G,NA,pH,7.5,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,6.1,G,NA,Alkalinity,9,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,7.3,G,NA,pH,7.5,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-08-26T00:00:00Z,7.3,G,NA,Alkalinity,10,C,mg/l
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,0,G,C,pH,6.9,NA,NA
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,0,G,C,Color,10,A,SPU
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,0,G,C,Conductivity,38,E,uS
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,0,G,C,Alkalinity,9,M,mg/l
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,6.1,G,NA,pH,6.9,NA,NA
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,6.1,G,NA,Conductivity,38,E,uS
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,6.1,G,NA,Alkalinity,9,M,mg/l
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,10.7,G,C,pH,6.1,NA,NA
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,10.7,G,C,Color,15,A,SPU
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,10.7,G,C,Conductivity,32,E,uS
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,10.7,G,C,Alkalinity,9,M,mg/l
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,19.5,G,C,pH,6.1,NA,NA
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,19.5,G,C,Color,20,A,SPU
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,19.5,G,C,Conductivity,32,E,uS
3694,Panther Pond,Raymond,1,1974-08-27T00:00:00Z,19.5,G,C,Alkalinity,9,M,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,0.9,G,NA,pH,7,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,0.9,G,NA,Alkalinity,7,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,4.3,G,NA,pH,6.8,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,4.3,G,NA,Alkalinity,7,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,7,G,NA,pH,7.5,NA,NA
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-12T00:00:00Z,7,G,NA,Alkalinity,7,C,mg/l
3262,Songo Pond,"Bethel, Albany Twp",1,1974-09-26T00:00:00Z,0.9,G,NA,pH,7,NA,NA
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,0,G,C,pH,6.6,NA,NA
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,0,G,C,Color,20,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,0,G,C,Conductivity,12,E,uS
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,0,G,C,Alkalinity,6,M,mg/l
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,6.1,G,C,pH,6.6,NA,NA
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,6.1,G,C,Color,25,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,6.1,G,C,Conductivity,12,E,uS
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,6.1,G,C,Alkalinity,7,M,mg/l
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,12.2,G,C,pH,6,NA,NA
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,12.2,G,C,Color,45,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,12.2,G,C,Conductivity,13,E,uS
3708,Crystal Lake (Dry Pond),Gray,1,1975-03-10T00:00:00Z,12.2,G,C,Alkalinity,7,M,mg/l
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,0,G,C,pH,5.2,NA,NA
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,0,G,C,Color,45,A,SPU
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,0,G,C,Conductivity,18,E,uS
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,0,G,C,Alkalinity,5,M,mg/l
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,4.6,G,C,pH,5.2,NA,NA
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,4.6,G,C,Color,40,A,SPU
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,4.6,G,C,Conductivity,18,E,uS
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,4.6,G,C,Alkalinity,5,M,mg/l
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,9.1,G,C,pH,5.2,NA,NA
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,9.1,G,C,Color,60,A,SPU
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,9.1,G,C,Conductivity,150,E,uS
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,1975-03-10T00:00:00Z,9.1,G,C,Alkalinity,6,M,mg/l
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,0,G,C,pH,6.5,NA,NA
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,0,G,C,Color,3,A,SPU
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,0,G,C,Conductivity,21,E,uS
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,0,G,C,Alkalinity,4,M,mg/l
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,9.1,G,C,pH,6.1,NA,NA
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,9.1,G,C,Color,7,A,SPU
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,9.1,G,C,Conductivity,21,E,uS
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,9.1,G,C,Alkalinity,4,M,mg/l
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,18.3,G,C,pH,6,NA,NA
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,18.3,G,C,Color,12,A,SPU
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,18.3,G,C,Conductivity,28,E,uS
3390,Coffee Pond,Casco,1,1975-03-12T00:00:00Z,18.3,G,C,Alkalinity,6,M,mg/l
3692,Nubble Pond,Raymond,1,1975-03-12T00:00:00Z,0,G,C,pH,6,NA,NA
3692,Nubble Pond,Raymond,1,1975-03-12T00:00:00Z,0,G,C,Color,45,A,SPU
3692,Nubble Pond,Raymond,1,1975-03-12T00:00:00Z,0,G,C,Conductivity,18,E,uS
